GROUPING,TYPE,STATE,Premium,Losses,Quotes,Sales,Premium2,Losses2,Quotes2,Sales2,Premium3
79410,ZIP,TX,883839,892677,160529,20548,883839,553460,89896,10685,592172
79411,ZIP,TX,364604,196886,24895,1867,277099,122069,22157,1624,221679
79412,ZIP,TX,514090,323877,35110,2598,498667,259102,33706,2624,413894
79413,ZIP,TX,161743,85724,33465,3848,156891,85724,25768,3656,133357
79414,ZIP,TX,162514,170640,50323,6844,156013,160402,25665,7118,137291
79415,ZIP,TX,968754,513440,120840,10271,900941,338870,84588,9141,918960
79416,ZIP,TX,269597,239941,82234,2549,272293,211148,82234,2039,141592
79423,ZIP,TX,658020,611959,23254,2767,710662,410013,25347,2905,433504
79424,ZIP,TX,620955,664422,29693,1722,335316,531538,32068,999,345375
79430,ZIP,TX,272770,193667,11430,812,212761,114264,9601,739,231909
79452,ZIP,TX,943075,773322,98205,4419,688445,850654,59905,3358,399298
79453,ZIP,TX,325057,308804,85985,2236,211287,284100,76527,1453,116208
79457,ZIP,TX,724993,645244,31956,2013,746743,658149,17576,1711,694471
79464,ZIP,TX,83020,88831,1208,56,53963,49745,1293,50,45869
79490,ZIP,TX,889206,702473,110646,9737,826962,639250,87410,5940,661570
79491,ZIP,TX,35115,15802,36348,4980,24581,13274,34167,3287,13765
79493,ZIP,TX,215598,166010,103546,4660,163854,157710,102511,3542,91758
79499,ZIP,TX,875213,752683,179609,13830,717675,459137,154464,7053,444959
79501,ZIP,TX,319423,351365,2971,410,236373,260010,1486,353,165461
79502,ZIP,TX,671305,308800,107012,6528,530331,336592,70628,6463,344715
79503,ZIP,TX,965547,550362,102655,14064,598639,418275,80071,7595,592653
79504,ZIP,TX,129262,124092,163287,16819,85313,109201,106137,12110,48628
79505,ZIP,TX,456227,364982,64945,9222,410604,237238,32473,9038,242256
79506,ZIP,TX,979254,1008632,58243,4019,812781,605179,41353,3939,715247
79508,ZIP,TX,334735,184104,44827,2645,341430,104939,34965,1455,368744
79510,ZIP,TX,925715,759086,141022,7756,972001,721132,139612,7523,680401
79511,ZIP,TX,326383,143609,120255,9139,355757,122068,125065,9962,202781
79512,ZIP,TX,464789,237042,161811,6796,292817,251265,87378,6388,313314
79516,ZIP,TX,317098,282217,121563,8145,336124,287861,93604,7331,275622
79517,ZIP,TX,142902,128612,136749,12581,101460,70737,134014,13462,108562
79518,ZIP,TX,36179,33285,182262,27339,28220,28958,189552,22965,25116
79519,ZIP,TX,381848,187106,47046,2682,416214,123490,46576,2736,374593
79520,ZIP,TX,175970,114381,22395,1971,102063,104087,11645,1281,97980
79521,ZIP,TX,478347,416162,64826,7714,253524,445293,45378,7483,167326
79525,ZIP,TX,964209,973851,85545,9581,781009,993328,74424,9102,554516
79526,ZIP,TX,272069,114269,77460,3098,277510,85702,43378,2509,233108
79527,ZIP,TX,998163,628843,19838,2837,918310,320710,13887,2411,541803
79528,ZIP,TX,268501,193321,45538,2823,238966,146924,42350,2033,260473
79529,ZIP,TX,279523,190076,1301,73,201257,134954,1106,55,106666
79530,ZIP,TX,366063,230620,162387,11529,285529,147597,164011,5765,254121
79532,ZIP,TX,722375,715151,15320,1180,744046,729454,7660,1180,431547
79533,ZIP,TX,821528,739375,151271,13766,599715,791131,119504,13353,467778
79534,ZIP,TX,923099,609245,44395,1643,572321,572690,28413,1035,417794
79535,ZIP,TX,161236,104803,121005,18151,132214,112139,75023,19603,103127
79536,ZIP,TX,150356,96228,2927,105,159377,53888,1610,62,92439
79537,ZIP,TX,481205,409024,7904,324,452333,372212,4426,237,352820
79538,ZIP,TX,998818,509397,190477,9714,539362,545055,194287,8160,350585
79539,ZIP,TX,837346,845719,196206,10988,611263,888005,117724,8790,501236
79540,ZIP,TX,20006,16005,80367,4179,19606,16485,76349,3761,16861
79541,ZIP,TX,29785,26807,8598,232,15786,27343,5847,121,14365
79543,ZIP,TX,525473,204934,26256,3912,462416,122960,14703,3521,328315
79544,ZIP,TX,71362,45672,18185,1037,37108,44759,11275,570,20038
79545,ZIP,TX,362930,214129,20756,2449,210499,169162,13076,2694,141034
79546,ZIP,TX,814976,350440,139053,15574,570483,280352,75089,9500,502025
79547,ZIP,TX,62193,26121,40560,5070,34828,15411,43399,4969,32738
79548,ZIP,TX,804149,418157,84454,5405,860439,326162,90366,2757,490450
79549,ZIP,TX,894941,930739,198374,27177,689105,614288,115057,19567,558175
79550,ZIP,TX,149105,153578,60037,4203,95427,145899,39624,3657,96381
79553,ZIP,TX,220224,140943,131236,13124,162966,105707,99739,10762,135262
79556,ZIP,TX,123567,101325,174343,10286,124803,87140,106349,10080,106083
79560,ZIP,TX,302265,232744,81377,3906,287152,239726,69984,2226,241208
79561,ZIP,TX,277312,166387,135498,4742,246808,154740,85364,3272,241872
79562,ZIP,TX,357103,392813,47400,5972,307109,298538,39816,6390,328607
79563,ZIP,TX,746788,560091,84488,3971,410733,285646,67590,2462,410733
79565,ZIP,TX,924152,896427,67946,2650,489801,986070,55036,2650,426127
79566,ZIP,TX,385448,393157,99550,9955,350758,416746,93577,10751,343743
79567,ZIP,TX,830912,847530,94195,10644,598257,593271,69704,8409,652100
79601,ZIP,TX,526807,574220,50381,2015,521539,396212,33755,1753,542401
79602,ZIP,TX,805868,701105,37548,1164,604401,378597,39050,978,519785
79603,ZIP,TX,517628,543509,196497,18274,403750,429372,113968,9320,262438
79604,ZIP,TX,532414,271531,196414,14142,404635,268816,182665,11455,254920
79605,ZIP,TX,293767,273203,20937,523,252640,204902,14865,528,222323
79606,ZIP,TX,787747,669585,123845,17958,653830,348184,92884,17240,621139
79607,ZIP,TX,535378,267689,128583,8229,503255,216828,87436,5431,281823
79608,ZIP,TX,189007,77493,2099,269,171996,61994,2162,151,110077
79697,ZIP,TX,317996,130378,98244,14442,317996,100391,100209,8954,327536
79698,ZIP,TX,543010,439838,141121,11572,553870,338675,112897,7753,321245
79699,ZIP,TX,311001,311001,34178,5058,164831,295451,26659,2934,128568
79701,ZIP,TX,58598,38089,170083,14457,61528,39613,142870,14168,60913
79702,ZIP,TX,948208,995618,191110,19111,929244,1085224,107022,17964,966414
79703,ZIP,TX,412562,396060,46256,5319,358929,198030,43481,4574,394822
79704,ZIP,TX,92478,86929,491,35,67509,44334,535,35,33755
79705,ZIP,TX,772123,748959,91070,9289,401504,621636,94713,6131,413549
79706,ZIP,TX,681292,381524,96662,9376,517782,213653,64764,9376,517782
79707,ZIP,TX,476419,443070,182167,17488,290616,279134,151199,16614,244117
79708,ZIP,TX,518195,181368,113681,5570,481921,181368,115955,4122,486740
79710,ZIP,TX,84862,73830,185854,11709,66192,44298,197005,7377,34420
79711,ZIP,TX,214723,98773,43329,3033,178220,56301,27297,2335,167527
79712,ZIP,TX,339136,267917,95391,7154,345919,273275,64866,6152,204092
79713,ZIP,TX,260311,216058,109361,9077,262914,218219,78740,9803,270801
79714,ZIP,TX,84332,35419,174192,14806,91922,21960,134128,9032,100195
79718,ZIP,TX,123941,74365,129535,18912,123941,67672,76426,16453,128899
79719,ZIP,TX,827839,298022,16795,789,554652,196695,13436,694,582385
79720,ZIP,TX,437049,152967,57907,7180,445790,117785,30112,7252,289764
79721,ZIP,TX,992766,893489,136119,15654,1062260,786270,87116,11584,1041015
79730,ZIP,TX,301340,108482,164883,21270,331474,71598,153341,18930,324845
79731,ZIP,TX,251845,176292,174731,13280,277030,190395,111828,10757,260408
79733,ZIP,TX,925442,407194,15815,2325,879170,346115,17397,1628,756086
79734,ZIP,TX,250849,92814,43179,5354,213222,71467,42747,5354,125801
79735,ZIP,TX,415507,286700,55884,6762,353181,192089,36325,6762,353181
79738,ZIP,TX,192824,212106,82156,5587,161972,173927,59152,4470,149014
79739,ZIP,TX,155832,135574,139809,9367,151157,107103,71303,9273,142088
79740,ZIP,TX,167794,130879,59640,2326,176184,99468,29820,2279,179708
79741,ZIP,TX,662916,344716,61050,6838,523704,258537,31746,6838,335171
79742,ZIP,TX,28840,18169,117829,11429,20765,13990,108403,9600,20765
79743,ZIP,TX,207125,207125,116642,9565,120133,211268,74651,6887,96106
79744,ZIP,TX,138098,96669,107248,4397,133955,64768,84726,2990,135295
79745,ZIP,TX,291868,271437,98071,4904,204308,152005,67669,4953,218610
79748,ZIP,TX,264226,208739,3929,291,206096,173253,3772,169,220523
79749,ZIP,TX,514921,236864,125600,17082,535518,130275,111784,11274,374863
79752,ZIP,TX,38508,24645,48630,5301,40433,14294,28692,3022,37198
79754,ZIP,TX,583849,519626,164355,9204,566334,368934,174216,8007,583324
79755,ZIP,TX,210275,227097,141426,19658,145090,206658,89098,11795,95759
79756,ZIP,TX,981717,971900,54978,3134,883545,622016,31337,1661,698001
79758,ZIP,TX,794595,405243,66814,8886,492649,397138,66146,7287,527134
79759,ZIP,TX,449854,494839,107091,11780,314898,509684,72822,7304,217280
79760,ZIP,TX,53127,18594,133027,3592,42502,13016,127706,3879,27201
79761,ZIP,TX,21495,13112,198407,17460,20850,9047,105156,16762,14595
79762,ZIP,TX,168438,158332,153252,8889,126329,120332,131797,7200,74534
79763,ZIP,TX,775690,597281,82159,11420,845502,370314,81337,11991,701767
79764,ZIP,TX,653297,685962,113462,8737,640231,411577,86231,4893,422552
79765,ZIP,TX,821471,295730,172018,21158,846115,212926,135894,19465,524591
79766,ZIP,TX,521494,526709,45138,5326,511064,526709,27986,5592,403741
79768,ZIP,TX,283060,110393,67070,8048,212295,64028,44937,7082,222910
79769,ZIP,TX,716739,415709,35553,1315,523219,336724,33775,802,528451
79770,ZIP,TX,61545,62160,159749,17892,62160,37296,129397,18429,34810
79772,ZIP,TX,590503,431067,84504,9042,431067,215534,56618,7867,232776
79776,ZIP,TX,766518,567223,178502,17493,459911,453778,192782,17668,441515
79777,ZIP,TX,369757,403035,44808,1658,269923,338549,38535,1244,251028
79778,ZIP,TX,77329,55677,165229,23793,44078,53450,156968,24983,26888
79780,ZIP,TX,152500,163175,173957,16352,115900,97905,158301,12264,76494
79781,ZIP,TX,418713,435462,109018,14608,318222,431107,80673,15484,162293
79782,ZIP,TX,365803,318249,145597,20092,259720,327796,157245,15270,150638
79783,ZIP,TX,907340,317569,24379,1999,589771,254055,19503,1219,524896
79785,ZIP,TX,303412,279139,32146,2572,267003,231685,25717,1569,210932
79786,ZIP,TX,354809,315780,185521,21891,383194,271571,103892,16637,283564
79788,ZIP,TX,658469,447759,69099,7946,348989,398506,58734,6118,198924
79789,ZIP,TX,619003,259981,35964,4675,433302,239183,25534,4675,476632
79821,ZIP,TX,913408,356229,38628,2395,557179,245798,19314,2539,495889
79830,ZIP,TX,287805,270537,34253,3802,247512,221840,33910,2661,128706
79831,ZIP,TX,135070,58080,138387,10379,125615,54595,81648,9237,64064
79832,ZIP,TX,340422,180424,97378,3798,248508,191249,74981,3076,173956
79834,ZIP,TX,789669,789669,162629,17727,473801,742289,130103,17195,379041
79835,ZIP,TX,703517,330653,135851,14400,527638,244683,103247,9936,306030
79836,ZIP,TX,998761,878910,189061,20986,838959,914066,168264,16369,511765
79837,ZIP,TX,462559,300663,182339,12764,457933,276610,154988,8169,247284
79838,ZIP,TX,439334,175734,123419,13700,259207,186278,64178,10001,181445
79839,ZIP,TX,330683,353831,104181,12398,267853,254758,86470,12274,149998
79842,ZIP,TX,41065,42297,105468,14133,23818,29185,109687,9045,25485
79843,ZIP,TX,522008,428047,156009,18721,448927,419486,78005,18347,417502
79845,ZIP,TX,14947,11509,128050,10500,10612,8171,110123,6195,11567
79846,ZIP,TX,714810,385997,67894,4006,564700,316518,60426,4246,389643
79847,ZIP,TX,793160,285538,3344,485,555212,296960,3076,301,305367
79848,ZIP,TX,515405,340167,89152,8826,283473,248322,65081,7855,303316
79849,ZIP,TX,337210,303489,12608,1828,273140,197268,11725,1517,218512
79851,ZIP,TX,518443,518443,80313,9798,300697,544365,85935,8230,267620
79852,ZIP,TX,266186,260862,16623,1047,215611,200864,16457,607,135835
79853,ZIP,TX,384647,253867,54919,5217,396186,200555,48329,5113,376377
79854,ZIP,TX,411373,394918,46336,3800,448397,434410,27338,2280,336298
79855,ZIP,TX,143818,104987,165931,6969,83414,86089,84625,5506,55887
79901,ZIP,TX,556017,472614,22676,1905,572698,515149,11792,1353,418070
79902,ZIP,TX,233339,249673,34283,1337,168004,189751,19541,1163,141123
79903,ZIP,TX,954409,753983,37920,948,715807,482549,38299,1014,787388
79904,ZIP,TX,813503,780963,74376,6619,569452,492007,38676,4766,410005
79905,ZIP,TX,757743,795630,116859,16010,568307,628548,58430,12968,505793
79906,ZIP,TX,193423,114120,152833,21549,168278,110696,163531,14222,85822
79907,ZIP,TX,628669,377201,43701,1355,540655,245181,43264,976,270328
79908,ZIP,TX,659265,263706,129761,18167,613116,147675,127166,19075,649903
79910,ZIP,TX,855521,864076,117619,9410,530423,596212,68219,4705,535727
79911,ZIP,TX,387895,384016,15122,2132,193948,399377,8317,1748,162916
79912,ZIP,TX,16985,11720,27216,708,14607,12658,26400,651,14023
79913,ZIP,TX,950487,332670,89703,4934,1007516,212909,80733,4243,957140
79914,ZIP,TX,119821,43136,77325,3557,110235,43999,48715,2846,70550
79915,ZIP,TX,375390,262773,142198,7394,259019,262773,135088,3845,220166
79916,ZIP,TX,526712,294959,125975,6425,373966,209421,114637,5461,377706
79917,ZIP,TX,549561,263789,35833,3834,368206,200480,37266,2645,283519
79918,ZIP,TX,419253,377328,176890,8845,436023,290543,132668,7961,287775
79920,ZIP,TX,189479,94740,139326,16719,98529,57791,101708,11369,105426
79922,ZIP,TX,645887,523168,39077,4181,710476,428998,39468,4181,433390
79923,ZIP,TX,695987,257515,68535,2399,361913,144208,46604,1463,228005
79924,ZIP,TX,731770,600051,86375,9415,563463,330028,85511,5178,529655
79925,ZIP,TX,636049,553363,43681,5897,394350,603166,30577,3361,425898
79926,ZIP,TX,775384,457477,168940,23652,783138,297360,108122,25071,509040
79927,ZIP,TX,238041,211856,162807,4559,133303,122876,172575,4194,66652
79928,ZIP,TX,823765,840240,38825,2990,659012,630180,20577,2422,336096
79929,ZIP,TX,972070,524918,147279,17673,583242,362193,138442,11664,466594
79930,ZIP,TX,153627,113684,37261,2459,113684,57979,37261,2189,76168
79931,ZIP,TX,838035,444159,48023,2449,838035,430834,37938,1567,435778
79932,ZIP,TX,770997,616798,5907,508,524278,339239,4017,503,498064
79934,ZIP,TX,131070,142866,41088,5177,137624,88577,30405,5436,79822
79935,ZIP,TX,346857,378074,125269,4134,256674,355390,88941,2728,241274
79936,ZIP,TX,773802,595828,136886,19712,410115,297914,149206,21486,438823
79937,ZIP,TX,595780,554075,168470,6233,411088,515290,129722,4301,378201
79938,ZIP,TX,820755,549906,67107,4026,812547,280452,69791,4026,641912
79940,ZIP,TX,311549,127735,183443,4770,236777,107297,174271,3005,222570
79941,ZIP,TX,275437,170771,55312,6637,165262,155402,50887,6504,178483
79942,ZIP,TX,335209,177661,166224,9309,268167,154565,91423,5865,144810
79943,ZIP,TX,656737,551659,149894,6445,617333,353062,151393,6187,376573
79944,ZIP,TX,279018,128348,115438,16739,161830,91127,64645,8872,118136
79945,ZIP,TX,716680,781181,47671,3337,415674,499956,23836,2770,324226
79946,ZIP,TX,805469,362461,85851,2919,708813,221101,50652,1839,567050
79947,ZIP,TX,945376,642856,25160,1862,954830,514285,25663,1099,630188
79948,ZIP,TX,253011,263131,199731,19174,154337,226293,101863,14956,154337
79949,ZIP,TX,843062,472115,173064,17653,590143,486278,185178,15888,324579
79950,ZIP,TX,800618,752581,18539,1335,880680,737529,17241,975,546022
79951,ZIP,TX,7239,5719,189216,26301,4416,4232,100284,15255,3091
79952,ZIP,TX,742213,727369,140024,5601,616037,720095,72812,3305,474348
79953,ZIP,TX,703864,710903,116184,5228,774250,390997,68549,4705,549718
79954,ZIP,TX,61923,63781,146493,12012,56969,66332,155283,7327,60957
79955,ZIP,TX,146938,51428,99648,7573,138122,29314,109613,6361,133978
79958,ZIP,TX,678697,719419,519,18,644762,532370,384,13,386857
79960,ZIP,TX,45113,23008,135215,17443,49624,19097,139271,9419,53594
79961,ZIP,TX,460247,428030,101804,9570,294558,214015,65155,8709,206191
79968,ZIP,TX,811869,836225,171859,13749,852462,802776,178733,9074,903610
79976,ZIP,TX,672392,537914,18709,2582,504294,484123,10664,2143,332834
79978,ZIP,TX,439650,338531,176642,12542,356117,355458,90087,7525,274210
79980,ZIP,TX,243921,185380,59526,5714,141474,116789,58335,5714,87714
79990,ZIP,TX,306280,281778,110865,3769,189894,250782,103104,3279,169006
79995,ZIP,TX,282312,101632,12960,1853,231496,106714,8424,927,159732
79996,ZIP,TX,110174,90343,51410,2519,104665,55109,27247,1663,113038
79997,ZIP,TX,499255,184724,85259,11510,429359,103445,58829,6676,433653
79998,ZIP,TX,76042,30417,42683,1537,81365,16729,41829,1306,87874
79999,ZIP,TX,456620,420090,59947,6894,324200,420090,52753,3930,188036
88510,ZIP,TX,837257,795394,187044,11971,803767,556776,102874,5986,715353
88511,ZIP,TX,356054,281283,60536,6598,220753,196898,62957,6334,121414
88512,ZIP,TX,294308,111837,168974,17573,197186,80523,175733,15640,128171
88513,ZIP,TX,392423,286469,82616,5205,353181,148964,64440,5413,180122
88514,ZIP,TX,187324,93662,108185,6599,116141,48704,104939,5279,84783
88515,ZIP,TX,797234,398617,93262,3730,510230,358755,81138,3096,392877
88516,ZIP,TX,494935,262316,9183,404,470188,188868,8357,299,235094
88517,ZIP,TX,835504,384332,145471,3928,893989,307466,84373,3692,563213
88518,ZIP,TX,452956,353306,159045,4930,366894,201384,112922,2613,227474
88519,ZIP,TX,402496,378346,121613,15566,317972,245925,114316,11363,267096
88520,ZIP,TX,906296,543778,198491,23025,897233,429585,113140,13585,574229
88521,ZIP,TX,218938,81007,97110,12042,109469,51034,68948,11681,108374
88523,ZIP,TX,556845,239443,68590,8985,529003,260993,61045,5301,550163
88524,ZIP,TX,749489,674540,114229,16106,779469,600341,89099,8053,841827
88525,ZIP,TX,958236,527030,4170,121,536612,479597,2085,104,434656
88526,ZIP,TX,349286,220050,94142,13274,324836,123228,99791,8894,334581
88527,ZIP,TX,225247,180198,146,21,245519,93703,158,12,240609
88528,ZIP,TX,41051,41462,69910,4684,32020,23219,55928,2576,26256
88529,ZIP,TX,213757,102603,93011,9301,141080,96447,49296,6976,132615
88530,ZIP,TX,420169,252101,85173,2726,378152,161345,87728,2808,257143
88531,ZIP,TX,601121,324605,98718,2764,456852,308375,103654,1824,456852
88532,ZIP,TX,30655,24831,169496,18814,28816,14402,133902,9407,26223
88533,ZIP,TX,157992,145353,71043,10088,101115,114829,48309,10492,94037
88534,ZIP,TX,187602,150082,81430,6840,118189,76542,47229,6703,124098
88535,ZIP,TX,369107,162407,105263,11368,243611,164031,53684,11936,241175
88536,ZIP,TX,973729,866619,64131,5644,1051627,762625,35272,4402,1030594
88538,ZIP,TX,354149,247904,161369,20332,301027,141305,151687,17892,165565
88539,ZIP,TX,198368,115053,14685,1836,119021,104698,9692,1579,70222
88540,ZIP,TX,80677,84711,103629,7669,75030,44050,64250,5982,54772
88541,ZIP,TX,669639,562497,145722,18944,381694,393748,106377,12882,290087
88542,ZIP,TX,58718,47562,72538,2394,63415,24257,63108,1508,38049
88543,ZIP,TX,861677,878911,901,91,430839,966802,505,72,241270
88544,ZIP,TX,659017,632656,157325,22183,724919,657962,146312,19965,442201
88545,ZIP,TX,704740,310086,106562,6500,627219,294582,116153,6435,533136
88546,ZIP,TX,797906,295225,100100,5606,654283,194849,54054,5606,575769
88547,ZIP,TX,458890,174378,128859,14690,279923,165659,90201,12633,193147
88548,ZIP,TX,257779,190756,46180,1293,201068,156420,33250,1319,178951
88549,ZIP,TX,600790,456600,31256,3688,438577,447468,23755,1955,346476
88550,ZIP,TX,410073,221439,8644,1141,393670,228082,5619,1175,295253
88553,ZIP,TX,796986,438342,107713,10987,717287,258622,78630,8680,616867
88554,ZIP,TX,36056,38219,87251,4973,35695,34015,82888,3929,24987
88555,ZIP,TX,438721,465044,121363,5825,386074,451093,104372,6349,362910
88556,ZIP,TX,773925,580444,132480,17222,472094,383093,75514,18255,368233
88557,ZIP,TX,722730,585411,63984,8766,556502,316122,47348,9204,473027
88558,ZIP,TX,272360,275084,72276,2385,152522,275084,54207,2313,128118
88559,ZIP,TX,772085,525018,79278,6976,470972,467266,76107,7116,381487
88560,ZIP,TX,790852,529871,15344,1258,798761,460988,9820,805,670959
88561,ZIP,TX,13364,10157,172421,25518,10290,9548,153455,26539,10496
88562,ZIP,TX,149182,123821,124578,8720,82050,123821,82221,7238,89435
88563,ZIP,TX,19824,7533,88703,10112,11498,4821,81607,8191,12533
88565,ZIP,TX,594291,237716,96635,3575,398175,145007,87938,2896,434011
88566,ZIP,TX,341006,337596,164840,6594,330776,297084,133520,6792,337392
88567,ZIP,TX,15290,14373,157695,8516,9633,14517,89886,5706,6261
88568,ZIP,TX,799889,687905,143616,4452,567921,378348,71808,4140,505450
88569,ZIP,TX,838016,494429,141766,10065,829636,524095,129007,8354,705191
88570,ZIP,TX,307088,257954,6920,519,273308,242477,5259,566,267842
88571,ZIP,TX,814624,537652,80644,3387,407312,494640,49999,3116,305484
88572,ZIP,TX,570330,319385,154505,11897,524704,284253,112789,6900,556186
88573,ZIP,TX,520404,447547,173600,25519,421527,469924,175336,15311,375159
88574,ZIP,TX,26671,25071,106041,8589,25071,20809,64685,8761,12786
88575,ZIP,TX,955666,563843,181335,10517,898326,462351,159575,5784,925276
88576,ZIP,TX,12814,10251,1661,73,11404,8816,1462,37,8781
88577,ZIP,TX,68964,28965,7457,336,49654,16510,5966,286,54123
88578,ZIP,TX,117498,125723,37018,1888,62274,100578,35907,2039,43592
88579,ZIP,TX,305712,336283,92302,5354,314883,174867,71073,3962,346371
88580,ZIP,TX,453689,326656,159083,17022,254066,215593,154311,17873,157521
88581,ZIP,TX,972986,1002176,8739,953,807578,952067,6729,543,492623
88582,ZIP,TX,421326,252796,34766,2399,433966,257852,24684,2039,260380
88583,ZIP,TX,596196,560424,91608,6321,512729,381088,96188,6763,405056
88584,ZIP,TX,38789,32971,28504,1311,34522,23739,25654,826,21404
88585,ZIP,TX,796679,541742,71921,8055,454107,395472,54660,6927,272464
88586,ZIP,TX,510381,403201,98686,9869,347059,403201,90791,7303,201294
88587,ZIP,TX,648353,233407,88379,5038,369561,163385,66284,2519,269780
88588,ZIP,TX,648790,544984,168733,22610,616351,479586,148485,20801,456100
88589,ZIP,TX,328503,272657,191532,11300,167537,201766,107258,9153,87119
88590,ZIP,TX,635092,450915,21355,2968,546179,468952,18792,1929,480638
88595,ZIP,TX,59010,63141,73695,8475,58420,35359,49376,9323,61341
ALACHUA,COUNTY,FL,17507100,13441313,3178114,315957,13936577,11165720,2721138,248007,11844501
BAKER,COUNTY,FL,2094003,1761365,218806,21125,1781207,1221921,186701,15664,1464513
BAY,COUNTY,FL,10726126,7687543,2084117,177053,7410589,6728541,1743949,140205,6468858
BRADFORD,COUNTY,FL,1861520,1551429,591526,55297,1131518,1360647,443643,43598,777141
BREVARD,COUNTY,FL,21897732,17179552,5166717,423062,18830449,14401489,4193679,353519,15007577
BROWARD,COUNTY,FL,42878024,31016400,9189543,758385,34550441,24655527,7390015,615895,27445294
CALHOUN,COUNTY,FL,2445094,2066756,391989,37615,1753367,1735086,363437,30889,1240865
CHARLOTTE,COUNTY,FL,7005482,5334840,1487822,123002,6035220,4372199,1227768,104233,5641607
CITRUS,COUNTY,FL,9167159,5454245,1836221,182896,7561602,4389331,1424975,141679,6516976
CLAY,COUNTY,FL,4400650,3613989,1047167,99778,3619217,2753879,747483,77041,2529755
COLLIER,COUNTY,FL,12661244,9416847,2463712,224910,10372247,7370208,2122918,192978,7603765
COLUMBIA,COUNTY,FL,2671256,2195507,776816,79165,1902697,2252698,673363,66097,1549335
DE SOTO,COUNTY,FL,2871441,2286197,308957,28633,2347765,1784876,272531,23200,2092472
DIXIE,COUNTY,FL,943282,565253,439812,27967,908844,460703,343400,24408,698587
DUVAL,COUNTY,FL,27241137,19982184,4474546,384755,20760924,16467920,3483913,311651,16068942
ESCAMBIA,COUNTY,FL,13662410,8749526,3146064,276777,10770031,6723374,2585196,229324,8221279
FLAGLER,COUNTY,FL,3449731,2348639,884056,94610,2749235,1795593,696516,68884,2073085
FRANKLIN,COUNTY,FL,3125493,2781331,546155,51479,2481166,2336485,349642,40708,2266190
GADSDEN,COUNTY,FL,3161322,2107870,961765,82350,2381771,1776470,832089,64243,2158005
GILCHRIST,COUNTY,FL,372711,265715,128236,8674,363993,223342,109517,9325,250725
GLADES,COUNTY,FL,897168,585317,290683,10263,608774,412039,205724,9095,312481
GULF,COUNTY,FL,1157456,990674,337055,42151,736794,776050,254498,36764,671653
HAMILTON,COUNTY,FL,69491,64413,259209,23013,64341,46812,206036,17165,64538
HARDEE,COUNTY,FL,2629617,1969167,218250,19984,2291828,1685922,189473,17372,1298703
HENDRY,COUNTY,FL,1973427,1366428,610311,69204,1540577,1180653,502309,56149,1018800
HERNANDO,COUNTY,FL,6834420,4871331,1235602,100281,6108925,3712430,1001525,81628,4703832
HIGHLANDS,COUNTY,FL,4020174,2741648,1158373,79634,3020871,1967013,777811,63604,2602771
HILLSBOROUGH,COUNTY,FL,50558821,35594630,10253671,863852,38473748,28319067,8188895,731299,29397606
HOLMES,COUNTY,FL,1655248,1603222,347427,36841,1097454,1450901,235627,28785,642413
INDIAN RIVER,COUNTY,FL,8456728,6196167,1537566,125941,7010722,4929829,1293946,102756,5876887
JACKSON,COUNTY,FL,4937514,3625380,1405276,122304,4039446,2683562,1120499,118117,3007725
JEFFERSON,COUNTY,FL,2783292,2465925,428988,46530,2546484,1656641,326550,41906,1845482
LAFAYETTE,COUNTY,FL,763735,606491,312500,17387,580981,473226,304246,14798,546034
LAKE,COUNTY,FL,15240679,10600070,3295643,283108,13616746,8204304,2283585,222642,9934674
LEE,COUNTY,FL,24031646,16079462,4662122,381066,18672306,11891321,3601464,299332,14884963
LEON,COUNTY,FL,11214120,9015799,2269911,183921,9067947,7252511,1950995,138799,6836433
LEVY,COUNTY,FL,7209186,5490721,1062054,99793,5917310,4110349,877982,83878,5079418
LIBERTY,COUNTY,FL,3481764,1978045,662857,39866,2969556,1368312,587107,25583,2652317
MADISON,COUNTY,FL,2338727,1712142,621826,71041,1771233,1133196,491127,61301,1472340
MANATEE,COUNTY,FL,13324296,9811900,2953970,275519,11404127,8198359,2518898,229276,10008789
MARION,COUNTY,FL,17889030,11039337,3778059,320034,13953157,8243100,3007955,281116,10902206
MARTIN,COUNTY,FL,6308295,5387156,1057293,90632,5684707,4024013,856395,69667,4882301
MIAMI-DADE,COUNTY,FL,68793145,49739796,12116413,1027906,55177722,38876719,9370653,791318,44014707
MONROE,COUNTY,FL,7485902,5821076,947653,80205,6513243,4379489,726043,67620,5445140
NASSAU,COUNTY,FL,2282568,1527359,375608,19691,1723651,913062,262292,15432,1352294
OKALOOSA,COUNTY,FL,8508769,6389684,1594665,125894,6796813,5106183,1339050,107087,5289507
OKEECHOBEE,COUNTY,FL,1703059,1645925,218278,22370,1296006,1465097,180549,15290,704266
ORANGE,COUNTY,FL,36936186,26386352,8473590,701788,30885011,21444104,6712010,571829,23544026
OSCEOLA,COUNTY,FL,6761965,4427324,1406915,153820,5547665,3337994,1092209,122525,4721129
PALM BEACH,COUNTY,FL,40881935,30439320,7354290,615380,32346635,23839621,5836938,497079,27486220
PASCO,COUNTY,FL,14562718,9673630,3500783,309154,11672197,7271371,2888070,242001,8913478
PINELLAS,COUNTY,FL,34428215,24629189,6650302,579337,27266421,19490601,5129821,467122,21359522
POLK,COUNTY,FL,27574696,18802458,4377029,351292,20700267,15535042,3782212,280847,17075338
PUTNAM,COUNTY,FL,9847338,6985264,2080701,153461,8616170,5908086,1675291,131288,6480564
